,Brand,Transmission,Fuel,Kms,Price,year
1330,2014 Maruti Alto K10,Manual,Petrol,"40,562 km","2,87,299",2014
1331,2019 Maruti Alto K10,Manual,Petrol,"10,395 km","4,27,199",2019
1332,2014 Maruti Alto K10,Manual,Petrol,"40,562 km","2,87,299",2014
1333,2014 Hyundai i20,Manual,Diesel,"72,216 km","3,95,599",2014
1334,2020 Ford Ecosport,Manual,Diesel,"32,965 km","7,68,199",2020
1335,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
1336,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
1337,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
1338,2015 Maruti Swift,Manual,Diesel,"18,206 km","3,97,699",2015
1339,2013 Maruti Swift,Manual,Diesel,"65,561 km","3,32,699",2013
1340,2015 Honda Amaze,Manual,Petrol,"69,906 km","4,67,499",2015
1341,2019 Tata Tiago,Manual,Petrol,"19,172 km","5,14,499",2019
1342,2019 Tata Tiago,Manual,Petrol,"19,172 km","5,14,499",2019
1343,2019 Tata Tiago,Manual,Petrol,"19,172 km","5,14,499",2019
1344,2013 Hyundai New Elantra,Manual,Diesel,"47,959 km","6,60,999",2013
1345,2019 Tata Tiago,Manual,Petrol,"19,172 km","5,14,499",2019
1346,2019 Hyundai NEW SANTRO,Manual,Petrol,"5,503 km","5,16,799",2019
1347,2019 Hyundai NEW SANTRO,Manual,Petrol,"5,503 km","5,16,799",2019
1348,2014 Maruti Swift Dzire,Manual,Diesel,"1,08,818 km","4,17,799",2014
1349,2019 Tata Tiago,Manual,Petrol,"19,172 km","5,14,499",2019
1350,2015 Maruti Swift,Manual,Petrol,"11,026 km","4,52,599",2015
1351,2013 Honda City,Manual,Petrol,"50,978 km","4,89,699",2013
1352,2017 Maruti Swift,Manual,Diesel,"97,591 km","5,09,199",2017
1353,2013 Maruti Swift,Manual,Petrol,"65,080 km","4,10,699",2013
1354,2013 Hyundai New Elantra,Manual,Diesel,"47,959 km","6,60,999",2013
1355,2017 Maruti Swift,Manual,Diesel,"52,121 km","5,73,799",2017
1356,2019 Honda City,Manual,Petrol,"17,133 km","9,14,399",2019
1357,2014 Hyundai New Elantra,Manual,Diesel,"53,444 km","5,83,999",2014
1358,2013 Hyundai New Elantra,Manual,Diesel,"47,959 km","6,60,999",2013
1359,2015 BMW 5 Series,Automatic,Diesel,"80,744 km","20,43,799",2015
1360,2016 Mahindra Scorpio,Manual,Diesel,"51,588 km","8,75,899",2016
1361,2019 Hyundai VENUE,Manual,Petrol,"31,118 km","8,67,899",2019
1362,2014 Hyundai Grand i10,Manual,Petrol,"42,956 km","4,25,099",2014
1363,2020 Ford Ecosport,Manual,Diesel,"32,965 km","7,68,199",2020
1364,2014 Maruti Ritz,Manual,Diesel,"70,124 km","2,82,699",2014
1365,2015 Hyundai Creta,Automatic,Diesel,"72,344 km","8,54,099",2015
1366,2019 Hyundai NEW SANTRO,Automatic,Petrol,"16,945 km","5,50,199",2019
1367,2013 Ford Ecosport,Manual,Diesel,"85,274 km","4,29,599",2013
1368,2017 Hyundai Creta,Manual,Diesel,"77,578 km","8,67,799",2017
1369,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
1370,2017 Hyundai Creta,Manual,Diesel,"77,578 km","8,67,799",2017
1371,2017 Ford Ecosport,Manual,Diesel,"1,06,161 km","5,37,599",2017
1372,2014 Maruti Swift Dzire,Manual,Diesel,"56,467 km","3,49,899",2014
1373,2017 Maruti Vitara Brezza,Manual,Diesel,"81,726 km","7,19,299",2017
1374,2016 Mahindra Scorpio,Manual,Diesel,"46,876 km","11,57,499",2016
1375,2019 MG HECTOR,Automatic,Petrol,"11,155 km","17,43,399",2019
1376,2018 Mahindra XUV500,Manual,Diesel,"47,006 km","13,21,999",2018
1377,2018 Maruti Vitara Brezza,Automatic,Diesel,"56,040 km","9,46,199",2018
1378,2017 Maruti Ciaz,Manual,Diesel,"66,396 km","5,76,599",2017
1379,2012 Maruti Swift Dzire,Manual,Petrol,"53,634 km","3,47,399",2012
1380,2013 Maruti Swift,Manual,Diesel,"65,561 km","3,32,699",2013
1381,2016 Maruti Swift,Manual,Petrol,"58,818 km","4,07,599",2016
1382,2014 Maruti Swift Dzire,Manual,Diesel,"55,542 km","3,43,799",2014
1383,2018 Maruti Vitara Brezza,Manual,Diesel,"71,192 km","6,74,099",2018
1384,2014 Maruti Swift Dzire,Manual,Diesel,"55,542 km","3,43,799",2014
1385,2013 Maruti Swift,Manual,Diesel,"1,14,506 km","3,30,499",2013
1386,2019 Maruti Alto K10,Manual,Petrol,"10,395 km","4,27,199",2019
1387,2019 Maruti Alto K10,Manual,Petrol,"10,395 km","4,27,199",2019
1388,2015 Maruti Swift,Manual,Diesel,"89,196 km","4,06,599",2015
1389,2015 Hyundai Grand i10,Manual,Diesel,"1,10,169 km","3,30,799",2015
1390,2014 Maruti Alto K10,Manual,Petrol,"40,562 km","2,87,299",2014
1391,2019 Maruti Alto K10,Manual,Petrol,"10,395 km","4,27,199",2019
1392,2013 Maruti Swift,Manual,Diesel,"1,14,506 km","3,30,499",2013
1393,2014 Hyundai i20,Manual,Diesel,"72,216 km","3,95,599",2014
1394,2020 Ford Ecosport,Manual,Diesel,"32,965 km","7,68,199",2020
1395,2019 Maruti Alto K10,Manual,Petrol,"10,395 km","4,27,199",2019
1396,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
1397,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
1398,2015 Maruti Swift,Manual,Diesel,"92,086 km","3,90,999",2015
1399,2013 Maruti Swift,Manual,Diesel,"65,561 km","3,32,699",2013
1400,2015 Honda Amaze,Manual,Petrol,"69,906 km","4,67,499",2015
1401,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
1402,2019 Tata Tiago,Manual,Petrol,"19,172 km","5,14,499",2019
1403,2019 Hyundai NEW SANTRO,Manual,Petrol,"5,503 km","5,16,799",2019
1404,2014 Hyundai New Elantra,Manual,Diesel,"53,444 km","5,83,999",2014
1405,2017 Hyundai Grand i10,Manual,Petrol,"35,134 km","5,01,699",2017
1406,2019 Hyundai NEW SANTRO,Manual,Petrol,"5,503 km","5,16,799",2019
1407,2019 Tata Tiago,Manual,Petrol,"19,172 km","5,14,499",2019
1408,2017 Maruti Swift Dzire,Manual,Petrol,"65,284 km","5,51,699",2017
1409,2019 Hyundai NEW SANTRO,Manual,Petrol,"5,503 km","5,16,799",2019
1410,2015 Maruti Swift,Manual,Petrol,"11,026 km","4,52,599",2015
1411,2013 Honda City,Manual,Petrol,"50,978 km","4,89,699",2013
1412,2017 Maruti Swift,Manual,Diesel,"97,591 km","5,09,199",2017
1413,2013 Maruti Swift,Manual,Petrol,"65,080 km","4,10,699",2013
1414,2013 Hyundai New Elantra,Manual,Diesel,"47,959 km","6,60,999",2013
1415,2017 Maruti Swift,Manual,Diesel,"97,591 km","5,09,199",2017
1416,2019 Honda City,Manual,Petrol,"17,133 km","9,14,399",2019
1417,2011 Toyota Corolla Altis,Manual,Petrol,"67,254 km","5,02,299",2011
1418,2013 Hyundai New Elantra,Manual,Diesel,"47,959 km","6,60,999",2013
1419,2015 BMW 5 Series,Automatic,Diesel,"80,744 km","20,43,799",2015
1420,2016 Mahindra Scorpio,Manual,Diesel,"51,588 km","8,75,899",2016
1421,2019 Hyundai VENUE,Manual,Petrol,"31,118 km","8,67,899",2019
1422,2014 Hyundai Grand i10,Manual,Petrol,"42,956 km","4,25,099",2014
1423,2020 Ford Ecosport,Manual,Diesel,"32,965 km","7,68,199",2020
1424,2020 Maruti Alto,Manual,Petrol,"13,235 km","3,67,299",2020
1425,2015 Hyundai Creta,Automatic,Diesel,"72,344 km","8,54,099",2015
1426,2019 Hyundai NEW SANTRO,Automatic,Petrol,"16,945 km","5,50,199",2019
1427,2013 Ford Ecosport,Manual,Diesel,"85,274 km","4,29,599",2013
1428,2017 Hyundai Creta,Manual,Diesel,"77,578 km","8,67,799",2017
1429,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
1430,2017 Hyundai Creta,Manual,Diesel,"77,578 km","8,67,799",2017
1431,2017 Ford Ecosport,Manual,Diesel,"1,06,161 km","5,37,599",2017
1432,2014 Maruti Swift Dzire,Manual,Diesel,"56,467 km","3,49,899",2014
1433,2017 Maruti Vitara Brezza,Manual,Diesel,"82,543 km","7,85,899",2017
1434,2016 Mahindra Scorpio,Manual,Diesel,"46,876 km","11,57,499",2016
1435,2019 MG HECTOR,Automatic,Petrol,"11,155 km","17,43,399",2019
1436,2018 Mahindra XUV500,Manual,Diesel,"47,006 km","13,21,999",2018
1437,2018 Maruti Vitara Brezza,Automatic,Diesel,"56,040 km","9,46,199",2018
1438,2017 Maruti Swift Dzire,Manual,Diesel,"51,316 km","4,88,699",2017
1439,2012 Maruti Swift Dzire,Manual,Petrol,"53,634 km","3,47,399",2012
1440,2013 Maruti Swift,Manual,Diesel,"65,561 km","3,32,699",2013
1441,2015 Maruti Swift,Manual,Petrol,"11,026 km","4,52,599",2015
1442,2014 Maruti Swift Dzire,Manual,Diesel,"55,542 km","3,43,799",2014
1443,2018 Maruti Vitara Brezza,Manual,Diesel,"71,192 km","6,74,099",2018
1444,2014 Maruti Swift Dzire,Manual,Diesel,"55,542 km","3,43,799",2014
1445,2013 Maruti Swift,Manual,Diesel,"1,14,506 km","3,30,499",2013
1446,2019 Maruti Alto K10,Manual,Petrol,"10,395 km","4,27,199",2019
1447,2019 Maruti Alto K10,Manual,Petrol,"10,395 km","4,27,199",2019
1448,2015 Maruti Swift,Manual,Diesel,"89,196 km","4,06,599",2015
1449,2015 Hyundai Grand i10,Manual,Diesel,"1,10,169 km","3,30,799",2015
1450,2013 Maruti Swift,Manual,Diesel,"1,14,506 km","3,30,499",2013
1451,2019 Maruti Alto K10,Manual,Petrol,"10,395 km","4,27,199",2019
1452,2014 Maruti Alto K10,Manual,Petrol,"40,562 km","2,87,299",2014
1453,2013 Hyundai i20,Manual,Diesel,"32,431 km","3,63,799",2013
1454,2020 Ford Ecosport,Manual,Diesel,"32,965 km","7,68,199",2020
1455,2019 Maruti Alto K10,Manual,Petrol,"10,395 km","4,27,199",2019
1456,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
1457,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
1458,2015 Maruti Swift,Manual,Diesel,"18,206 km","3,97,699",2015
1459,2013 Maruti Swift,Manual,Diesel,"65,561 km","3,32,699",2013
1460,2015 Honda Amaze,Manual,Petrol,"69,906 km","4,67,499",2015
1461,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
1462,2019 Hyundai NEW SANTRO,Manual,Petrol,"5,503 km","5,16,799",2019
1463,2019 Tata Tiago,Manual,Petrol,"19,172 km","5,14,499",2019
1464,2013 Hyundai New Elantra,Manual,Diesel,"47,959 km","6,60,999",2013
1465,2017 Hyundai Grand i10,Manual,Petrol,"35,134 km","5,01,699",2017
1466,2019 Hyundai NEW SANTRO,Manual,Petrol,"5,503 km","5,16,799",2019
1467,2019 Tata Tiago,Manual,Petrol,"19,172 km","5,14,499",2019
1468,2017 Maruti Swift Dzire,Manual,Petrol,"65,284 km","5,51,699",2017
1469,2019 Hyundai NEW SANTRO,Manual,Petrol,"5,503 km","5,16,799",2019
1470,2015 Maruti Swift,Manual,Petrol,"11,026 km","4,52,599",2015
1471,2013 Honda City,Manual,Petrol,"50,978 km","4,89,699",2013
1472,2017 Maruti Swift,Manual,Diesel,"97,591 km","5,09,199",2017
1473,2013 Maruti Swift,Manual,Petrol,"65,080 km","4,10,699",2013
1474,2013 Hyundai New Elantra,Manual,Diesel,"47,959 km","6,60,999",2013
1475,2017 Maruti Swift,Manual,Diesel,"52,121 km","5,73,799",2017
1476,2019 Honda City,Manual,Petrol,"17,133 km","9,14,399",2019
1477,2014 Hyundai New Elantra,Manual,Diesel,"53,444 km","5,83,999",2014
1478,2013 Hyundai New Elantra,Manual,Diesel,"47,959 km","6,60,999",2013
1479,2015 BMW 5 Series,Automatic,Diesel,"80,744 km","20,43,799",2015
1480,2016 Mahindra Scorpio,Manual,Diesel,"51,588 km","8,75,899",2016
1481,2019 Hyundai VENUE,Manual,Petrol,"31,118 km","8,67,899",2019
1482,2014 Hyundai Grand i10,Manual,Petrol,"42,956 km","4,25,099",2014
1483,2020 Ford Ecosport,Manual,Diesel,"32,965 km","7,68,199",2020
1484,2014 Maruti Ritz,Manual,Diesel,"70,124 km","2,82,699",2014
1485,2015 Hyundai Creta,Automatic,Diesel,"72,344 km","8,54,099",2015
1486,2019 Hyundai NEW SANTRO,Automatic,Petrol,"16,945 km","5,50,199",2019
1487,2013 Ford Ecosport,Manual,Diesel,"85,274 km","4,29,599",2013
1488,2017 Hyundai Creta,Manual,Diesel,"77,578 km","8,67,799",2017
1489,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
1490,2017 Hyundai Creta,Manual,Diesel,"77,578 km","8,67,799",2017
1491,2015 Ford Ecosport,Manual,Diesel,"43,310 km","5,10,399",2015
1492,2014 Maruti Swift Dzire,Manual,Diesel,"56,467 km","3,49,899",2014
1493,2017 Maruti Vitara Brezza,Manual,Diesel,"81,726 km","7,19,299",2017
1494,2016 Mahindra Scorpio,Manual,Diesel,"46,876 km","11,57,499",2016
1495,2019 MG HECTOR,Automatic,Petrol,"11,155 km","17,43,399",2019
1496,2018 Mahindra XUV500,Manual,Diesel,"47,006 km","13,21,999",2018
1497,2018 Maruti Vitara Brezza,Automatic,Diesel,"56,040 km","9,46,199",2018
1498,2017 Maruti Ciaz,Manual,Diesel,"66,396 km","5,76,599",2017
1499,2012 Maruti Swift Dzire,Manual,Petrol,"53,634 km","3,47,399",2012
1500,2013 Maruti Swift,Manual,Diesel,"65,561 km","3,32,699",2013
1501,2015 Maruti Swift,Manual,Petrol,"11,026 km","4,52,599",2015
1502,2014 Maruti Swift Dzire,Manual,Diesel,"55,542 km","3,43,799",2014
1503,2018 Maruti Vitara Brezza,Manual,Diesel,"71,192 km","6,74,099",2018
1504,2014 Maruti Swift Dzire,Manual,Diesel,"55,542 km","3,43,799",2014
1505,2013 Maruti Swift,Manual,Diesel,"1,14,506 km","3,30,499",2013
1506,2019 Maruti Alto K10,Manual,Petrol,"10,395 km","4,27,199",2019
1507,2019 Maruti Alto K10,Manual,Petrol,"10,395 km","4,27,199",2019
1508,2015 Maruti Swift,Manual,Diesel,"89,196 km","4,06,599",2015
1509,2015 Hyundai Grand i10,Manual,Diesel,"1,10,169 km","3,30,799",2015
1510,2014 Maruti Alto K10,Manual,Petrol,"40,562 km","2,87,299",2014
1511,2019 Maruti Alto K10,Manual,Petrol,"10,395 km","4,27,199",2019
1512,2014 Maruti Alto K10,Manual,Petrol,"40,562 km","2,87,299",2014
1513,2013 Hyundai i20,Manual,Diesel,"32,431 km","3,63,799",2013
1514,2020 Ford Ecosport,Manual,Diesel,"32,965 km","7,68,199",2020
1515,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
1516,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
1517,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
1518,2015 Maruti Swift,Manual,Diesel,"18,206 km","3,97,699",2015
1519,2013 Maruti Swift,Manual,Diesel,"65,561 km","3,32,699",2013
1520,2015 Honda Amaze,Manual,Petrol,"69,906 km","4,67,499",2015
1521,2019 Tata Tiago,Manual,Petrol,"19,172 km","5,14,499",2019
1522,2019 Hyundai NEW SANTRO,Manual,Petrol,"5,503 km","5,16,799",2019
1523,2019 Hyundai NEW SANTRO,Manual,Petrol,"5,503 km","5,16,799",2019
1524,2014 Hyundai New Elantra,Manual,Diesel,"53,444 km","5,83,999",2014
1525,2019 Tata Tiago,Manual,Petrol,"19,172 km","5,14,499",2019
1526,2019 Hyundai NEW SANTRO,Manual,Petrol,"5,503 km","5,16,799",2019
1527,2019 Tata Tiago,Manual,Petrol,"19,172 km","5,14,499",2019
1528,2017 Maruti Swift Dzire,Manual,Petrol,"65,284 km","5,51,699",2017
1529,2019 Tata Tiago,Manual,Petrol,"19,172 km","5,14,499",2019
1530,2015 Maruti Swift,Manual,Petrol,"11,026 km","4,52,599",2015
1531,2013 Honda City,Manual,Petrol,"50,978 km","4,89,699",2013
1532,2017 Maruti Swift,Manual,Diesel,"97,591 km","5,09,199",2017
1533,2013 Maruti Swift,Manual,Petrol,"65,080 km","4,10,699",2013
1534,2013 Hyundai New Elantra,Manual,Diesel,"47,959 km","6,60,999",2013
1535,2017 Maruti Swift,Manual,Diesel,"52,121 km","5,73,799",2017
1536,2019 Honda City,Manual,Petrol,"17,133 km","9,14,399",2019
1537,2011 Toyota Corolla Altis,Manual,Petrol,"67,254 km","5,02,299",2011
1538,2013 Hyundai New Elantra,Manual,Diesel,"47,959 km","6,60,999",2013
1539,2015 BMW 5 Series,Automatic,Diesel,"80,744 km","20,43,799",2015
1540,2016 Mahindra Scorpio,Manual,Diesel,"51,588 km","8,75,899",2016
1541,2019 Hyundai VENUE,Manual,Petrol,"31,118 km","8,67,899",2019
1542,2015 Maruti Swift,Manual,Diesel,"46,168 km","4,16,499",2015
1543,2020 Ford Ecosport,Manual,Diesel,"32,965 km","7,68,199",2020
1544,2020 Maruti Alto,Manual,Petrol,"13,235 km","3,67,299",2020
1545,2015 Hyundai Creta,Automatic,Diesel,"72,344 km","8,54,099",2015
1546,2019 Hyundai NEW SANTRO,Automatic,Petrol,"16,945 km","5,50,199",2019
1547,2013 Ford Ecosport,Manual,Diesel,"85,274 km","4,29,599",2013
1548,2017 Hyundai Creta,Manual,Diesel,"77,578 km","8,67,799",2017
1549,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
1550,2017 Hyundai Creta,Manual,Diesel,"77,578 km","8,67,799",2017
1551,2015 Ford Ecosport,Manual,Diesel,"43,310 km","5,10,399",2015
1552,2014 Maruti Swift Dzire,Manual,Diesel,"56,467 km","3,49,899",2014
1553,2017 Maruti Vitara Brezza,Manual,Diesel,"82,543 km","7,85,899",2017
1554,2016 Mahindra Scorpio,Manual,Diesel,"46,876 km","11,57,499",2016
1555,2019 MG HECTOR,Automatic,Petrol,"11,155 km","17,43,399",2019
1556,2018 Mahindra XUV500,Manual,Diesel,"47,006 km","13,21,999",2018
1557,2018 Maruti Vitara Brezza,Automatic,Diesel,"56,040 km","9,46,199",2018
1558,2017 Maruti Ciaz,Manual,Diesel,"66,396 km","5,76,599",2017
1559,2012 Maruti Swift Dzire,Manual,Petrol,"53,634 km","3,47,399",2012
1560,2013 Maruti Swift,Manual,Diesel,"65,561 km","3,32,699",2013
1561,2016 Maruti Swift,Manual,Petrol,"58,818 km","4,07,599",2016
1562,2014 Maruti Swift Dzire,Manual,Diesel,"55,542 km","3,43,799",2014
1563,2018 Maruti Vitara Brezza,Manual,Diesel,"60,395 km","6,81,899",2018
1564,2014 Maruti Swift Dzire,Manual,Diesel,"55,542 km","3,43,799",2014
1565,2013 Maruti Swift,Manual,Diesel,"1,14,506 km","3,30,499",2013
1566,2019 Maruti Alto K10,Manual,Petrol,"10,395 km","4,27,199",2019
1567,2019 Maruti Alto K10,Manual,Petrol,"10,395 km","4,27,199",2019
1568,2014 Maruti Swift Dzire,Manual,Diesel,"96,978 km","4,16,399",2014
1569,2014 Maruti Alto K10,Manual,Petrol,"40,562 km","2,87,299",2014
1570,2014 Maruti Alto K10,Manual,Petrol,"40,562 km","2,87,299",2014
1571,2019 Maruti Alto K10,Manual,Petrol,"10,395 km","4,27,199",2019
1572,2013 Maruti Swift,Manual,Diesel,"1,14,506 km","3,30,499",2013
1573,2013 Hyundai i20,Manual,Diesel,"37,840 km","3,33,699",2013
1574,2020 Ford Ecosport,Manual,Diesel,"32,965 km","7,68,199",2020
1575,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
1576,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
1577,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
1578,2015 Maruti Swift,Manual,Diesel,"18,206 km","3,97,699",2015
1579,2013 Maruti Swift,Manual,Diesel,"65,561 km","3,32,699",2013
1580,2015 Honda Amaze,Manual,Petrol,"69,906 km","4,67,499",2015
1581,2019 Tata Tiago,Manual,Petrol,"19,172 km","5,14,499",2019
1582,2019 Tata Tiago,Manual,Petrol,"19,172 km","5,14,499",2019
1583,2019 Tata Tiago,Manual,Petrol,"19,172 km","5,14,499",2019
1584,2014 Hyundai New Elantra,Manual,Diesel,"53,444 km","5,83,999",2014
1585,2019 Tata Tiago,Manual,Petrol,"19,172 km","5,14,499",2019
1586,2019 Hyundai NEW SANTRO,Manual,Petrol,"5,503 km","5,16,799",2019
1587,2019 Hyundai NEW SANTRO,Manual,Petrol,"5,503 km","5,16,799",2019
1588,2014 Maruti Swift Dzire,Manual,Diesel,"1,08,818 km","4,17,799",2014
1589,2019 Hyundai NEW SANTRO,Manual,Petrol,"5,503 km","5,16,799",2019
1590,2015 Maruti Swift,Manual,Petrol,"11,026 km","4,52,599",2015
1591,2013 Honda City,Manual,Petrol,"50,978 km","4,89,699",2013
1592,2017 Maruti Swift,Manual,Diesel,"97,591 km","5,09,199",2017
1593,2013 Maruti Swift,Manual,Petrol,"65,080 km","4,10,699",2013
1594,2013 Hyundai New Elantra,Manual,Diesel,"47,959 km","6,60,999",2013
1595,2017 Maruti Swift,Manual,Diesel,"97,591 km","5,09,199",2017
1596,2019 Honda City,Manual,Petrol,"17,133 km","9,14,399",2019
1597,2014 Hyundai New Elantra,Manual,Diesel,"53,444 km","5,83,999",2014
1598,2013 Hyundai New Elantra,Manual,Diesel,"47,959 km","6,60,999",2013
1599,2015 BMW 5 Series,Automatic,Diesel,"80,744 km","20,43,799",2015
1600,2016 Mahindra Scorpio,Manual,Diesel,"51,588 km","8,75,899",2016
1601,2019 Hyundai VENUE,Manual,Petrol,"31,118 km","8,67,899",2019
1602,2014 Hyundai Grand i10,Manual,Petrol,"42,956 km","4,25,099",2014
1603,2020 Ford Ecosport,Manual,Diesel,"32,965 km","7,68,199",2020
1604,2014 Maruti Ritz,Manual,Diesel,"70,124 km","2,82,699",2014
1605,2015 Hyundai Creta,Automatic,Diesel,"72,344 km","8,54,099",2015
1606,2019 Hyundai NEW SANTRO,Automatic,Petrol,"16,945 km","5,50,199",2019
1607,2013 Ford Ecosport,Manual,Diesel,"85,274 km","4,29,599",2013
1608,2017 Hyundai Creta,Manual,Diesel,"77,578 km","8,67,799",2017
1609,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
1610,2017 Hyundai Creta,Manual,Diesel,"77,578 km","8,67,799",2017
1611,2017 Ford Ecosport,Manual,Diesel,"1,06,161 km","5,37,599",2017
1612,2014 Maruti Swift Dzire,Manual,Diesel,"56,467 km","3,49,899",2014
1613,2017 Maruti Vitara Brezza,Manual,Diesel,"82,543 km","7,85,899",2017
1614,2016 Mahindra Scorpio,Manual,Diesel,"46,876 km","11,57,499",2016
1615,2019 MG HECTOR,Automatic,Petrol,"11,155 km","17,43,399",2019
1616,2018 Mahindra XUV500,Manual,Diesel,"47,006 km","13,21,999",2018
1617,2018 Maruti Vitara Brezza,Automatic,Diesel,"56,040 km","9,46,199",2018
1618,2017 Maruti Ciaz,Manual,Diesel,"66,396 km","5,76,599",2017
1619,2012 Maruti Swift Dzire,Manual,Petrol,"53,634 km","3,47,399",2012
1620,2013 Maruti Swift,Manual,Diesel,"65,561 km","3,32,699",2013
1621,2015 Maruti Swift,Manual,Petrol,"11,026 km","4,52,599",2015
1622,2014 Maruti Swift Dzire,Manual,Diesel,"80,180 km","3,63,499",2014
1623,2013 Toyota Innova,Manual,Diesel,"63,967 km","6,59,299",2013
1624,2014 Maruti Swift Dzire,Manual,Diesel,"55,542 km","3,43,799",2014
1625,2013 Maruti Swift,Manual,Diesel,"1,14,506 km","3,30,499",2013
1626,2019 Maruti Alto K10,Manual,Petrol,"10,395 km","4,27,199",2019
1627,2019 Maruti Alto K10,Manual,Petrol,"10,395 km","4,27,199",2019
1628,2015 Maruti Swift,Manual,Diesel,"89,196 km","4,06,599",2015
1629,2014 Maruti Alto K10,Manual,Petrol,"40,562 km","2,87,299",2014
1630,2014 Maruti Alto K10,Manual,Petrol,"40,562 km","2,87,299",2014
1631,2019 Maruti Alto K10,Manual,Petrol,"10,395 km","4,27,199",2019
1632,2013 Maruti Swift,Manual,Diesel,"1,14,506 km","3,30,499",2013
1633,2014 Hyundai i20,Manual,Diesel,"72,216 km","3,95,599",2014
1634,2020 Ford Ecosport,Manual,Diesel,"32,965 km","7,68,199",2020
1635,2019 Maruti Alto K10,Manual,Petrol,"10,395 km","4,27,199",2019
1636,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
1637,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
1638,2015 Maruti Swift,Manual,Diesel,"92,086 km","3,90,999",2015
1639,2013 Maruti Swift,Manual,Diesel,"65,561 km","3,32,699",2013
1640,2015 Honda Amaze,Manual,Petrol,"69,906 km","4,67,499",2015
1641,2019 Tata Tiago,Manual,Petrol,"19,172 km","5,14,499",2019
1642,2019 Tata Tiago,Manual,Petrol,"19,172 km","5,14,499",2019
1643,2019 Tata Tiago,Manual,Petrol,"19,172 km","5,14,499",2019
1644,2014 Hyundai New Elantra,Manual,Diesel,"53,444 km","5,83,999",2014
1645,2019 Tata Tiago,Manual,Petrol,"19,172 km","5,14,499",2019
1646,2019 Hyundai NEW SANTRO,Manual,Petrol,"5,503 km","5,16,799",2019
1647,2019 Tata Tiago,Manual,Petrol,"19,172 km","5,14,499",2019
1648,2017 Maruti Swift Dzire,Manual,Petrol,"65,284 km","5,51,699",2017
1649,2019 Tata Tiago,Manual,Petrol,"19,172 km","5,14,499",2019
1650,2015 Maruti Swift,Manual,Petrol,"11,026 km","4,52,599",2015
1651,2013 Honda City,Manual,Petrol,"50,978 km","4,89,699",2013
1652,2017 Maruti Swift,Manual,Diesel,"97,591 km","5,09,199",2017
1653,2013 Maruti Swift,Manual,Petrol,"65,080 km","4,10,699",2013
1654,2013 Hyundai New Elantra,Manual,Diesel,"47,959 km","6,60,999",2013
